sentiment,sentence_stemmed,sentence_stemmed_str
1,"['batteri', 'hold', 'well']",batteri hold well
0,"['also', 'difficult', 'put', 'onid', 'recommend', 'avoid', 'product']",also difficult put onid recommend avoid product
0,"['use', 'two', 'day', 'wasnt', 'alway', 'easi', 'hear']",use two day wasnt alway easi hear
0,"['got', 'car', 'charger', 'even', 'week', 'charger', 'brokeni', 'went', 'plug', 'start', 'smoke']",got car charger even week charger brokeni went plug start smoke
0,"['sprint', 'terribl', 'custom', 'servic']",sprint terribl custom servic
1,"['link', 'phone', 'without', 'effort']",link phone without effort
1,['cool'],cool
1,"['easi', 'use']",easi use
1,"['better', 'new']",better new
0,"['posses', 'get', 'junk', 'idea']",posses get junk idea
0,"['piec', 'trash']",piec trash
1,"['pretti', 'good', 'product']",pretti good product
1,"['great', 'phone']",great phone
1,"['price', 'amazon', 'excel', 'product', 'would', 'highli', 'recommend']",price amazon excel product would highli recommend
1,"['research', 'develop', 'divis', 'obvious', 'know', 'theyr']",research develop divis obvious know theyr
0,"['real', 'killer', 'volum', 'cours', 'break']",real killer volum cours break
1,"['phone', 'work', 'fine']",phone work fine
1,"['happi', 'product']",happi product
0,"['poor', 'construct']",poor construct
0,['infuri'],infuri
1,"['overal', 'would', 'recommend', 'phone', 'new', 'walkman']",overal would recommend phone new walkman
0,"['sprint', 'charg', 'servic']",sprint charg servic
0,"['cheap', 'feel', 'look', 'cheap']",cheap feel look cheap
1,"['fit', 'ear', 'well', 'comfort']",fit ear well comfort
0,"['doesnt', 'work', 'europ', 'asia']",doesnt work europ asia
1,"['clip', 'belt', 'deffinit', 'make', 'feel', 'like', 'cent', 'upandcom']",clip belt deffinit make feel like cent upandcom
1,"['like', 'design', 'look', 'jabra', 'behe', 'ear', 'headset', 'pretti', 'comfort', 'wear', 'hour', 'day', 'without', 'pain', 'ear']",like design look jabra behe ear headset pretti comfort wear hour day without pain ear
1,"['amaz', 'quick', 'arriv', 'two', 'origin', 'lg', 'cell', 'phone', 'batteri', 'fraction', 'price']",amaz quick arriv two origin lg cell phone batteri fraction price
0,"['worst', 'phone', 'samsungcrap', 'crappi', 'samsung', 'e', 'worst', 'ever', 'seeen']",worst phone samsungcrap crappi samsung e worst ever seeen
0,"['charger', 'work', 'week', 'complet', 'stop', 'charg', 'phone']",charger work week complet stop charg phone
0,"['poor', 'product']",poor product
0,"['howev', 'need', 'better', 'instruct']",howev need better instruct
0,"['need', 'two', 'hand', 'oper', 'screenthi', 'softwar', 'interfac', 'decad', 'old', 'cannot', 'compet', 'new', 'softwar', 'design']",need two hand oper screenthi softwar interfac decad old cannot compet new softwar design
1,"['work', 'well', 'pair', 'treo', 'w', 'skype', 'headset', 'pc', 'use', 'usb', 'bluetooth', 'transceiv']",work well pair treo w skype headset pc use usb bluetooth transceiv
0,"['steer', 'clear', 'product', 'go', 'genuin', 'palm', 'replacementr', 'pen', 'come', 'threepack']",steer clear product go genuin palm replacementr pen come threepack
0,"['buy', 'buyit', 'suck']",buy buyit suck
1,"['great', 'product', 'sure', 'beat', 'use', 'finger']",great product sure beat use finger
0,"['plu', 'serious', 'believ', 'worth', 'steep', 'price', 'point']",plu serious believ worth steep price point
1,"['case', 'ive', 'tri', 'normal', 'fall', 'apart', 'month', 'one', 'seem', 'long', 'haul']",case ive tri normal fall apart month one seem long haul
0,"['dissapoint', 'perform']",dissapoint perform
0,"['dont', 'make', 'mistak', 'pleas', 'dont', 'buy', 'phone']",dont make mistak pleas dont buy phone
0,"['phone', 'might', 'well', 'worst', 'ive', 'ever', 'brand']",phone might well worst ive ever brand
0,"['case', 'less', 'extra', 'origin', 'put', 'later', 'discard', 'scratch', 'ear']",case less extra origin put later discard scratch ear
1,"['recommend', 'igo', 'anyon', 'differ', 'brand', 'cell', 'phonesmp', 'player', 'famili']",recommend igo anyon differ brand cell phonesmp player famili
0,"['dont', 'bother', 'go', 'store']",dont bother go store
1,"['post', 'detail', 'comment', 'grey', 'black', 'phone', 'fire', 'red', 'great', 'color']",post detail comment grey black phone fire red great color
1,"['problem', 'item', 'would', 'order', 'need']",problem item would order need
0,"['get', 'pay', 'guess']",get pay guess
1,"['softwar', 'great', 'job', 'could', 'also', 'make', 'rington', 'form', 'exist', 'cd', 'without', 'internet', 'connect']",softwar great job could also make rington form exist cd without internet connect
1,"['im', 'surpris', 'good', 'qualiti', 'car', 'charger', 'there', 'much', 'review']",im surpris good qualiti car charger there much review
1,['fabul'],fabul
0,"['howev', 'bt', 'headset', 'current', 'good', 'real', 'time', 'game', 'like', 'firstperson', 'shooter', 'sinc', 'audio', 'delay', 'mess']",howev bt headset current good real time game like firstperson shooter sinc audio delay mess
1,"['use', 'bitpim', 'free', 'program', 'find', 'internetto', 'transfer', 'data', 'phoneth', 'price', 'cabl', 'excel']",use bitpim free program find internetto transfer data phoneth price cabl excel
0,"['disappoint', 'accessori', 'good', 'manufactur']",disappoint accessori good manufactur
0,"['perform', 'aw', 'muffl', 'tinni', 'incom', 'sound', 'sever', 'echo', 'end', 'call']",perform aw muffl tinni incom sound sever echo end call
1,['windresist'],windresist
0,"['obvious', 'terribl', 'custom', 'servic', 'get', 'pay']",obvious terribl custom servic get pay
1,"['last', 'forev', 'overli', 'expens', 'replaceeasi', 'oper', 'sound', 'much', 'better', 'other', 'tri']",last forev overli expens replaceeasi oper sound much better other tri
0,"['contact', 'compani', 'told', 'although', 'unit', 'still', 'warranti', 'couldnt', 'produc', 'receipt', 'luck']",contact compani told although unit still warranti couldnt produc receipt luck
0,"['linksi', 'way', 'exchang', 'bad', 'phone', 'refurb', 'unit', 'someth']",linksi way exchang bad phone refurb unit someth
1,"['phone', 'sturdi', 'nokia', 'bar', 'phone']",phone sturdi nokia bar phone
1,"['great', 'phone']",great phone
0,"['place', 'treo', 'case', 'snug', 'lot', 'extra', 'room', 'side']",place treo case snug lot extra room side
1,"['im', 'pleas']",im pleas
0,"['batteri', 'terribl']",batteri terribl
1,"['found', 'product', 'easi', 'set', 'use']",found product easi set use
0,"['earpiec', 'larg', 'heavyit', 'keep', 'fall', 'ear']",earpiec larg heavyit keep fall ear
0,"['utter', 'crap', 'sound', 'qualiti', 'terribl']",utter crap sound qualiti terribl
0,"['charger', 'arriv', 'within', 'promis', 'timefram', 'work']",charger arriv within promis timefram work
1,"['ear', 'loop', 'need', 'tini', 'sound', 'great']",ear loop need tini sound great
0,"['final', 'three', 'four', 'time', 'spring', 'latch', 'broke', 'could', 'use', 'longer', 'visor']",final three four time spring latch broke could use longer visor
1,"['handsfre', 'part', 'work', 'fine', 'car', 'tri', 'download', 'address', 'book', 'treo', 'rebootsoveral', 'still', 'rate', 'devic', 'high']",handsfre part work fine car tri download address book treo rebootsoveral still rate devic high
0,"['talk', 'useless', 'custom', 'servic']",talk useless custom servic
0,"['felt', 'light', 'tinni']",felt light tinni
0,"['fit', 'palm', 'tungsten', 'e', 'broke', 'first', 'time', 'tri', 'plug']",fit palm tungsten e broke first time tri plug
1,"['im', 'happi', 'purchas', 'good', 'qualiti', 'low', 'price']",im happi purchas good qualiti low price
1,"['love', 'look', 'feel', 'samsung', 'flipphon']",love look feel samsung flipphon
1,"['welldesign', 'sharp', 'blue', 'nice', 'color']",welldesign sharp blue nice color
1,['everyth'],everyth
0,"['could', 'recommend']",could recommend
1,"['nice', 'sound']",nice sound
0,"['look', 'good', 'pictur', 'case', 'huge', 'disappoint']",look good pictur case huge disappoint
1,"['much', 'less', 'jawbon', 'go', 'replac']",much less jawbon go replac
1,"['setup', 'went', 'smoothli']",setup went smoothli
0,"['extrem', 'slow', 'take', 'forev', 'anyth']",extrem slow take forev anyth
0,"['must', 'studi', 'anyon', 'interest', 'worst', 'sin', 'industri', 'design']",must studi anyon interest worst sin industri design
0,"['first', 'thing', 'happen', 'track']",first thing happen track
1,"['well', 'made', 'easi', 'access', 'phone', 'handi', 'detach', 'belt', 'clip']",well made easi access phone handi detach belt clip
0,"['continu', 'pair', 'period', 'sinc', 'somehow', 'kept', 'drop']",continu pair period sinc somehow kept drop
0,"['cant', 'upload', 'rington', 'third', 'parti']",cant upload rington third parti
0,"['bluetooth', 'work', 'phone', 'lock', 'screen', 'flash', 'make', 'call', 'randomli', 'pocket', 'lock']",bluetooth work phone lock screen flash make call randomli pocket lock
0,"['truli', 'aw']",truli aw
1,"['work', 'fine', 'motorola', 'cellphon', 'lot', 'better', 'wornout', 'batteri']",work fine motorola cellphon lot better wornout batteri
1,"['volum', 'ringer', 'real', 'good', 'choic', 'loud']",volum ringer real good choic loud
0,"['none', 'tone', 'accept']",none tone accept
0,"['camera', 'color', 'balanc', 'aw']",camera color balanc aw
0,"['product', 'clearli', 'readi', 'prime', 'time', 'dont', 'care', 'cool', 'look', 'cant', 'tell', 'call', 'come', 'worthless']",product clearli readi prime time dont care cool look cant tell call come worthless
1,"['love', 'rington', 'upbeat']",love rington upbeat
0,"['chines', 'forgeri', 'abound']",chines forgeri abound
1,"['easi', 'pair', 'samsung', 'cell']",easi pair samsung cell
0,"['instruct', 'didnt', 'explain', 'microphon', 'jack', 'could', 'use']",instruct didnt explain microphon jack could use
0,"['would', 'advis', 'purchas', 'item', 'never', 'work', 'well']",would advis purchas item never work well
0,"['bad', 'pay', 'month', 'servic']",bad pay month servic
1,"['work', 'well']",work well
0,"['nokia', 'ca', 'usb', 'cabl', 'work', 'phone']",nokia ca usb cabl work phone
1,"['clear', 'crisp', 'sound']",clear crisp sound
1,"['use', 'smallest', 'earpiec', 'provid', 'stay', 'pretti', 'well']",use smallest earpiec provid stay pretti well
0,"['biggest', 'complaint', 'batteri', 'drain', 'superfast']",biggest complaint batteri drain superfast
0,"['design', 'might', 'ergonom', 'theori', 'could', 'stand', 'ear']",design might ergonom theori could stand ear
0,"['buy', 'want', 'use', 'holster']",buy want use holster
1,"['phone', 'also', 'take', 'great', 'pictur', 'even', 'video', 'clip']",phone also take great pictur even video clip
0,"['doesnt', 'make', 'look', 'cool']",doesnt make look cool
1,"['ear', 'occupi', 'background', 'distract']",ear occupi background distract
1,"['comfort', 'fit', 'need', 'headset', 'comfort', 'least', 'hour', 'time', 'entir', 'day']",comfort fit need headset comfort least hour time entir day
0,"['also', 'phone', 'doesnt', 'seem', 'accept', 'anyth', 'except', 'cbr', 'mp', 'prefer', 'rip', 'window', 'media', 'player']",also phone doesnt seem accept anyth except cbr mp prefer rip window media player
1,"['cant', 'beat', 'price']",cant beat price
1,"['come', 'strong', 'light', 'use', 'light', 'camera', 'shot', 'even', 'flash', 'so', 'signal', 'serious']",come strong light use light camera shot even flash so signal serious
1,"['lightweight', 'work', 'well']",lightweight work well
0,['bewar'],bewar
1,"['love', 'cabl', 'allow', 'connect', 'miniusb', 'devic', 'pc']",love cabl allow connect miniusb devic pc
0,"['anyon', 'near', 'hear', 'part', 'convers']",anyon near hear part convers
1,"['cool', 'case', 'open', 'allow', 'screen', 'get', 'scratch']",cool case open allow screen get scratch
0,"['bought', 'phone', 'replac', 'startac', 'regret', 'sinc']",bought phone replac startac regret sinc
1,"['appear', 'actual', 'outperform', 'origin', 'batteri', 'china', 'came', 'vi']",appear actual outperform origin batteri china came vi
0,"['cant', 'store', 'anyth', 'phone', 'number', 'sim']",cant store anyth phone number sim
0,"['last', 'less', 'minut', 'actual', 'tri', 'use', 'phonemi', 'wife', 'phone', 'problem']",last less minut actual tri use phonemi wife phone problem
0,"['poor', 'qualiti']",poor qualiti
1,"['jabra', 'ear', 'gel', 'r', 'best']",jabra ear gel r best
0,['worth'],worth
0,"['phone', 'crash', 'complet', 'get', 'replac']",phone crash complet get replac
1,"['quit', 'work', 'id', 'use', 'month', 'purchas', 'anoth', 'one', 'best', 'headset', 'ive', 'ever', 'own']",quit work id use month purchas anoth one best headset ive ever own
0,"['unfortun', 'recharg', 'iphon', 'despit', 'connect', 'multipl', 'power', 'sourc', 'imac', 'extern', 'batteri', 'wall', 'outlet', 'etc']",unfortun recharg iphon despit connect multipl power sourc imac extern batteri wall outlet etc
1,"['great', 'phone']",great phone
0,"['simpli', 'want', 'small', 'flip', 'phone', 'look', 'elsewher', 'extra', 'bell', 'whistl', 'mediocr']",simpli want small flip phone look elsewher extra bell whistl mediocr
1,"['good', 'valu', 'work', 'fine', 'power', 'via', 'usb', 'car', 'wall', 'outlet']",good valu work fine power via usb car wall outlet
1,"['phone', 'doesnt', 'slide', 'around', 'car', 'grip', 'prevent', 'phone', 'slip', 'hand']",phone doesnt slide around car grip prevent phone slip hand
1,"['simpli', 'best', 'bluetooth', 'headset', 'sound', 'qualiti']",simpli best bluetooth headset sound qualiti
0,"['think', 'plan', 'onethi', 'sure', 'last', 'moto', 'phone']",think plan onethi sure last moto phone
1,"['span', 'hour', 'two', 'peopl', 'exclaim', 'whoa', 'new', 'phone', 'tv']",span hour two peopl exclaim whoa new phone tv
1,"['alway', 'use', 'cord', 'headset', 'freedom', 'wireless', 'help']",alway use cord headset freedom wireless help
1,"['case', 'pass', 'one', 'year', 'mark', 'show', 'sign', 'wear', 'function']",case pass one year mark show sign wear function
1,"['leather', 'nice', 'soft', 'fit', 'tight', 'cut', 'face', 'good', 'shape']",leather nice soft fit tight cut face good shape
1,"['everyth', 'need', 'couldnt', 'ask']",everyth need couldnt ask
0,"['receiv', 'use', 'product', 'day', 'broke']",receiv use product day broke
1,"['product', 'great', 'make', 'work', 'lot', 'easier', 'go', 'copier', 'wait', 'hold', 'someth']",product great make work lot easier go copier wait hold someth
0,"['none', 'three', 'size', 'sent', 'headset', 'would', 'stay', 'ear']",none three size sent headset would stay ear
1,"['tmobil', 'best', 'custom', 'servic', 'anywher']",tmobil best custom servic anywher
1,"['arriv', 'quickli', 'much', 'less', 'expens', 'other', 'sold']",arriv quickli much less expens other sold
0,"['tri', 'unit', 'fail', 'within', 'month', 'pro']",tri unit fail within month pro
1,"['provid', 'good', 'protect', 'look', 'classi']",provid good protect look classi
1,"['krussel', 'alway', 'good']",krussel alway good
1,"['tracfonewebsit', 'user', 'friendli', 'make', 'easi', 'toactiv', 'etc']",tracfonewebsit user friendli make easi toactiv etc
1,"['design', 'good']",design good
1,"['great', 'recept', 'time']",great recept time
1,"['would', 'highli', 'recommend', 'product']",would highli recommend product
0,"['couldnt', 'use', 'unit', 'sunglass', 'good', 'texa']",couldnt use unit sunglass good texa
0,"['dit', 'work', 'time', 'nokia']",dit work time nokia
0,"['bought', 'mainli', 'charger', 'broke', 'soon', 'purchas']",bought mainli charger broke soon purchas
1,"['fantast', 'buy', 'get', 'whatev', 'next', 'phone']",fantast buy get whatev next phone
0,"['stay', 'away', 'store', 'care']",stay away store care
1,"['blueant', 'supertooth', 'handsfre', 'phone', 'speaker', 'awesom']",blueant supertooth handsfre phone speaker awesom
1,"['item', 'arriv', 'quickli', 'work', 'great', 'metro', 'pc', 'samsung', 'schr', 'slider', 'phone', 'soni', 'premium', 'sound', 'ear', 'plug']",item arriv quickli work great metro pc samsung schr slider phone soni premium sound ear plug
1,"['light', 'plenti', 'batteri', 'capac', 'confort', 'wear', 'somewhat', 'extend', 'period', 'time']",light plenti batteri capac confort wear somewhat extend period time
0,['disappoint'],disappoint
1,"['blue', 'ant', 'easi', 'use']",blue ant easi use
1,"['cheap', 'hey', 'work', 'pleasantli', 'supris', 'given', 'low', 'cost', 'item']",cheap hey work pleasantli supris given low cost item
0,"['camera', 'phone', 'may', 'use', 'dustpan', 'indoor', 'id', 'rather', 'use', 'dispos']",camera phone may use dustpan indoor id rather use dispos
0,"['day', 'later', 'puff', 'smoke', 'came', 'phone', 'use']",day later puff smoke came phone use
1,"['conveni', 'simpl', 'use', 'get', 'job', 'done', 'make', 'car', 'ride', 'much', 'smoother']",conveni simpl use get job done make car ride much smoother
0,"['nano', 'state', 'itmi', 'son', 'dissapoint']",nano state itmi son dissapoint
1,"['sound', 'qualiti', 'excel', 'well']",sound qualiti excel well
1,"['best', 'headset', 'use']",best headset use
0,"['would', 'reccommend']",would reccommend
1,"['around', 'year', 'carri', 'highest', 'qualiti', 'antiglar', 'screen', 'protector', 'found', 'date']",around year carri highest qualiti antiglar screen protector found date
1,['want'],want
0,"['particular', 'model', 'would', 'work', 'motorola', 'q', 'smartphon']",particular model would work motorola q smartphon
0,"['wont', 'work', 'right', 'atleast']",wont work right atleast
0,"['addit', 'feel', 'amp', 'look', 'phone', 'lightweight', 'cheap', 'plastic']",addit feel amp look phone lightweight cheap plastic
0,"['warranti', 'problem', 'reoccurebottom', 'line', 'put', 'money', 'somewher', 'els', 'cingular', 'support']",warranti problem reoccurebottom line put money somewher els cingular support
0,"['realli', 'want', 'plantron', 'right', 'one', 'mani', 'issu', 'meth', 'good']",realli want plantron right one mani issu meth good
1,"['great', 'product']",great product
1,"['crisp', 'clear']",crisp clear
0,"['first', 'charg', 'kept', 'go', 'dead', 'minut']",first charg kept go dead minut
0,"['cheap', 'plastic', 'creak', 'like', 'old', 'wooden', 'floor']",cheap plastic creak like old wooden floor
0,"['get', 'absolut', 'horribl', 'recept', 'apart', 'phone', 'problem']",get absolut horribl recept apart phone problem
1,"['recept', 'gener', 'good']",recept gener good
1,"['excel', 'sound', 'batteri', 'life', 'inconspicu', 'boot']",excel sound batteri life inconspicu boot
1,"['great', 'bluetooth']",great bluetooth
1,"['highli', 'recommend', 'case']",highli recommend case
1,['worthwhil'],worthwhil
0,"['phone', 'got', 'year', 'old', 'slowli', 'break', 'despit', 'much', 'care', 'part']",phone got year old slowli break despit much care part
0,"['sorri', 'made', 'purchas']",sorri made purchas
0,"['bought', 'hope', 'could', 'make', 'bluetooth', 'headset', 'fit', 'better', 'thing', 'made', 'imposs', 'wear']",bought hope could make bluetooth headset fit better thing made imposs wear
0,"['treo', 'tmobil', 'refus', 'replac', 'forc', 'buy', 'anoth', 'phone', 'without', 'kind', 'upgrad', 'discount']",treo tmobil refus replac forc buy anoth phone without kind upgrad discount
0,['horribl'],horribl
0,"['dont', 'think', 'would', 'hold', 'securli', 'belt']",dont think would hold securli belt
0,"['allow', 'possibl', 'doubl', 'book', 'date', 'time', 'first']",allow possibl doubl book date time first
0,"['work', 'week', 'break']",work week break
1,"['simpl', 'use', 'like']",simpl use like
1,"['great', 'tool', 'entertain', 'commun', 'data', 'managementoh', 'sure', 'use', 'activesync', 'optim', 'data', 'synchron', 'result']",great tool entertain commun data managementoh sure use activesync optim data synchron result
0,"['cant', 'use', 'case', 'smell', 'disgust']",cant use case smell disgust
0,['want'],want
1,"['case', 'would', 'order', 'anoth']",case would order anoth
1,"['bought', 'batteri', 'coupon', 'amazon', 'im', 'happi', 'purchas']",bought batteri coupon amazon im happi purchas
0,"['internet', 'access', 'fine', 'rare', 'instanc', 'work']",internet access fine rare instanc work
1,"['perfect', 'ps']",perfect ps
1,"['five', 'star', 'plu', 'plu']",five star plu plu
1,"['good', 'qualiti', 'bargain', 'bought', 'bought', 'cheapi', 'big', 'lot', 'sound', 'aw', 'peopl', 'end', 'couldnt', 'hear']",good qualiti bargain bought bought cheapi big lot sound aw peopl end couldnt hear
0,['drain'],drain
0,"['tri', 'talk', 'real', 'loud', 'shout', 'telephon', 'get', 'old', 'still', 'told', 'wasnt', 'great']",tri talk real loud shout telephon get old still told wasnt great
1,"['good', 'work', 'fine']",good work fine
1,"['price', 'great', 'deal']",price great deal
1,"['great', 'price']",great price
0,"['wind', 'complet', 'useless']",wind complet useless
1,"['ye', 'shini', 'front', 'side', 'love']",ye shini front side love
0,['work'],work
0,"['first', 'thought', 'grtting', 'good', 'deal', 'plug', 'phone', 'vc', 'razr']",first thought grtting good deal plug phone vc razr
1,"['recept', 'headset', 'excel']",recept headset excel
1,"['thumb', 'seller']",thumb seller
1,"['verizon', 'lg', 'phone', 'work', 'well', 'togeth', 'good', 'recept', 'rang', 'exce', 'feet', 'line', 'sight']",verizon lg phone work well togeth good recept rang exce feet line sight
0,"['improp', 'descript', 'return']",improp descript return
1,"['work', 'comfort']",work comfort
1,"['batteri', 'chargelif', 'quit', 'long']",batteri chargelif quit long
1,"['jabra', 'eargel', 'fit', 'ear', 'well']",jabra eargel fit ear well
0,"['batteri', 'life']",batteri life
0,"['check', 'everywher', 'featur', 'realli', 'disappoint']",check everywher featur realli disappoint
1,"['product', 'exactli', 'describ']",product exactli describ
1,"['get', 'signal', 'verizon', 'phone', 'wont']",get signal verizon phone wont
0,"['doesnt', 'job']",doesnt job
1,"['would', 'recommend']",would recommend
1,"['plan', 'order']",plan order
1,"['said', 'phone', 'camera', 'nice', 'mani', 'cool', 'effect', 'play', 'video', 'decent', 'well']",said phone camera nice mani cool effect play video decent well
1,"['satisfi', 'cell', 'phone', 'day', 'one']",satisfi cell phone day one
1,"['keep', 'get', 'better', 'better', 'third', 'one', 'ive', 'numer', 'palm']",keep get better better third one ive numer palm
0,"['awkward', 'use', 'unreli']",awkward use unreli
1,"['ship', 'time', 'also', 'quick']",ship time also quick
0,"['good', 'hope']",good hope
1,"['good', 'case']",good case
0,"['doesnt', 'work']",doesnt work
1,"['realli', 'good', 'product']",realli good product
0,"['unfortun', 'work']",unfortun work
0,"['three', 'broke', 'within', 'two', 'month', 'use']",three broke within two month use
0,"['dont', 'buy']",dont buy
0,"['father', 'v', 'batteri', 'die']",father v batteri die
0,"['howev', 'ear', 'pad', 'come', 'easili', 'one', 'week', 'lost', 'one']",howev ear pad come easili one week lost one
0,"['call', 'drop', 'phone', 'come', 'screen', 'goe', 'black', 'worst', 'stop', 'ring', 'intermitt']",call drop phone come screen goe black worst stop ring intermitt
0,"['horribl', 'horribl', 'protector']",horribl horribl protector
0,"['dont', 'like', 'nokia', 'either']",dont like nokia either
0,"['reach', 'bottom', 'row', 'uncomfort', 'send', 'end', 'key', 'expect']",reach bottom row uncomfort send end key expect
0,"['bought', 'nokia', 'cell', 'phone', 'week', 'ago', 'nightmar']",bought nokia cell phone week ago nightmar
0,"['would', 'take', 'long', 'describ', 'bad', 'custom', 'servic', 'experi', 'amazon']",would take long describ bad custom servic experi amazon
0,"['disappoint', 'thing', 'speakerphon']",disappoint thing speakerphon
0,"['terribl', 'car', 'accept', 'cassett']",terribl car accept cassett
0,"['product', 'useless', 'sinc', 'enough', 'charg', 'current', 'charg', 'cellphon', 'plan', 'use']",product useless sinc enough charg current charg cellphon plan use
0,['say'],say
0,"['stay', 'away', 'q']",stay away q
0,"['use', 'dirti']",use dirti
0,"['unreli', 'servic', 'tmobil']",unreli servic tmobil
0,"['good', 'enough', 'price']",good enough price
0,"['bought', 'two', 'neither', 'charg']",bought two neither charg
1,"['look', 'nice']",look nice
1,"['excel', 'tool', 'especi', 'pair', 'phone', 'autoansw']",excel tool especi pair phone autoansw
1,"['read', 'other', 'review', 'havent', 'problem']",read other review havent problem
0,"['product', 'cover', 'import', 'light', 'sensor', 'ear', 'outlet']",product cover import light sensor ear outlet
1,"['comfort', 'hand']",comfort hand
0,['work'],work
0,"['poor', 'reliabl']",poor reliabl
1,['work'],work
0,"['take', 'pictur', 'batteri', 'drop', 'bar', 'start', 'beep', 'let', 'know', 'die']",take pictur batteri drop bar start beep let know die
0,"['terribl', 'product', 'wast', 'money']",terribl product wast money
0,"['last', 'time', 'buy']",last time buy
0,"['wast', 'money']",wast money
1,"['far', 'work', 'like', 'charm']",far work like charm
1,"['week', 'far', 'good']",week far good
1,"['case', 'best', 'part', 'download', 'pictur', 'laptop', 'use', 'ir', 'even', 'send', 'pictur', 'laptop', 'phone']",case best part download pictur laptop use ir even send pictur laptop phone
1,"['would', 'recommend', 'item']",would recommend item
1,"['choic', 'headset', 'yearsgreat', 'sound', 'good', 'volum', 'good', 'nois', 'cancel']",choic headset yearsgreat sound good volum good nois cancel
1,"['nice', 'case', 'feel', 'good', 'hand']",nice case feel good hand
0,"['item', 'receiv', 'counterfeit']",item receiv counterfeit
1,"['realli', 'good', 'far', 'probabl', 'best', 'bt', 'headset', 'ever']",realli good far probabl best bt headset ever
1,"['work', 'fine']",work fine
1,"['receiv', 'headset', 'good', 'time', 'happi']",receiv headset good time happi
1,"['pleas', 'see', 'could', 'replac', 'well', 'travl', 'swivel', 'holster', 'blackberri', 'flip']",pleas see could replac well travl swivel holster blackberri flip
1,"['sister', 'one', 'also', 'love']",sister one also love
1,"['good', 'qualiti']",good qualiti
0,"['far', 'worst', 'purchas', 'ive', 'made', 'amazon']",far worst purchas ive made amazon
1,"['excel', 'dualpurpos', 'headset']",excel dualpurpos headset
1,['excel'],excel
0,"['work', 'listen', 'music', 'cingular']",work listen music cingular
1,"['seem', 'complet', 'secur', 'hold', 'belt', 'keep', 'iphon', 'insid']",seem complet secur hold belt keep iphon insid
0,"['bottowm', 'lineanoth', 'worthless', 'cheap', 'gimmick', 'sprint']",bottowm lineanoth worthless cheap gimmick sprint
0,"['troubl', 'volum']",troubl volum
1,"['good', 'thing', 'fit', 'comfort', 'small', 'ear']",good thing fit comfort small ear
0,"['warn', 'buy']",warn buy
1,"['pair', 'iphon', 'could', 'happier', 'far']",pair iphon could happier far
0,"['open', 'batteri', 'connect', 'broken', 'devic', 'turn']",open batteri connect broken devic turn
0,"['didnt', 'want', 'clip', 'go', 'top', 'ear', 'caus', 'discomfort']",didnt want clip go top ear caus discomfort
1,"['best', 'headset', 'ever']",best headset ever
0,"['dont', 'trust', 'websit', 'dont', 'expect', 'help', 'support']",dont trust websit dont expect help support
1,"['loudglad', 'say', 'plantron', 'maintain', 'flawless', 'connect', 'cell', 'static', 'normal', 'use']",loudglad say plantron maintain flawless connect cell static normal use
0,"['speaker', 'low', 'qualiti', 'make', 'ring', 'tone', 'sound', 'cheap']",speaker low qualiti make ring tone sound cheap
1,"['fit', 'comfort', 'came', 'three', 'size', 'earbud', 'tip']",fit comfort came three size earbud tip
0,"['bad', 'recept']",bad recept
0,"['product', 'high', 'qualiti', 'chines', 'crap']",product high qualiti chines crap
1,"['quit', 'comfort', 'ear']",quit comfort ear
0,"['dont', 'buy', 'product', 'fail']",dont buy product fail
0,"['everyth', 'product', 'wrongfirst']",everyth product wrongfirst
1,"['pair', 'two', 'devic', 'easi', 'bare', 'took', 'coupl', 'minut', 'start', 'make', 'call', 'voic', 'dial', 'featur']",pair two devic easi bare took coupl minut start make call voic dial featur
0,"['utterli', 'confus', 'first', 'caus', 'lose', 'coupl', 'import', 'contact']",utterli confus first caus lose coupl import contact
0,"['terribl', 'phone', 'holder']",terribl phone holder
1,"['cutout', 'button', 'place', 'perfectli']",cutout button place perfectli
1,"['love', 'abl', 'use', 'one', 'headset', 'landlin', 'cell']",love abl use one headset landlin cell
0,"['problem', 'ear', 'loop', 'made', 'weak', 'materi', 'break', 'easili']",problem ear loop made weak materi break easili
0,"['nearli', 'good', 'look', 'amazon', 'pictur', 'make', 'look']",nearli good look amazon pictur make look
1,"['despit', 'flaw', 'case', 'except', 'qualiti', 'well', 'worth', 'addit', 'cost', 'own', 'offici', 'oem', 'product']",despit flaw case except qualiti well worth addit cost own offici oem product
0,['stupid'],stupid
1,"['hear', 'im', 'drive', 'car', 'usual', 'dont', 'even', 'put', 'loudest', 'set']",hear im drive car usual dont even put loudest set
1,"['seller', 'ship', 'quickli', 'much', 'cheaper', 'competitor']",seller ship quickli much cheaper competitor
1,"['good', 'show', 'samsung']",good show samsung
1,"['bought', 'save', 'alot', 'money']",bought save alot money
0,"['alway', 'cut', 'make', 'beep', 'beep', 'beep', 'sound', 'say', 'signal', 'fail']",alway cut make beep beep beep sound say signal fail
0,"['couldnt', 'figur']",couldnt figur
0,"['phone', 'sound', 'ok', 'great', 'ok', 'wife', 'phone', 'almost', 'total', 'unintellig', 'couldnt', 'understand', 'word', 'said']",phone sound ok great ok wife phone almost total unintellig couldnt understand word said
0,"['take', 'batteri', 'phone', 'put', 'back', 'togeth', 'restart']",take batteri phone put back togeth restart
